FACILITY_NAME,site_id,CLASS_STATUS,CONTACT,Latitude,Longitude,LOCATION_ADDRESS_LINE_1,LOCATION_ADDRESS_LINE_2,CITY,STATE,ZIP,NAICS,SIC,COUNTY,PERMIT_DOCUMENT_LINK,PUBLIC_RECORDS_SEARCH_LINK,FACILITY_ECHO_LINK,x,y
Canfor Southern Pine - Graham Plant,0100237,Title V,Winston-Salem Regional Office,35.9811,-79.4172,4408 Mt Hermon Rock Creek Road,,Graham,NC,27253,Sawmills (321113),Sawmills & Planing Mills General (2421),Alamance,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220100237%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220100237%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700100237,-8840682.264,4298021.072728683
Cardinal FG Company,4900261,Title V,Mooresville Regional Office,35.6344,-80.7856,342 Mooresville Boulevard,,Mooresville,NC,28115,Flat Glass Manufacturing (327211),Flat Glass (3211),Iredell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224900261%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224900261%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704900261,-8993011.855,4250431.286902981
"Cargill, Inc. - Fayetteville",2600016,Title V,Fayetteville Regional Office,35.0878,-78.8453,1754 River Road,,Fayetteville,NC,28312,Soybean Processing (311222),Soybean Oil Mills (2075),Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600016%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600016%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600016,-8777018.647,4175819.2239392567
Carolina Stalite Company,8000003,Title V,Mooresville Regional Office,35.5036,-80.33,16815 Old Beatty Ford Road,,Gold Hill,NC,28071,Cut Stone and Stone Product Manufacturing (327991),Cut Stone And Stone Products (3281),Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000003%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000003%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000003,-8942294.695,4232530.725644892
Carolina Stalite Company,8400013,Title V,Mooresville Regional Office,35.2305,-80.2427,12423 Old Aquadale Road,,Norwood,NC,28128,All Other Nonmetallic Mineral Mining (212399),"Minerals, Ground Or Treated (3295)",Stanly,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228400013%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228400013%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708400013,-8932576.504,4195249.459873909
Carpenter Co.,4100772,Title V,Winston-Salem Regional Office,35.9341,-79.9689,1021 East Springfield Road,,High Point,NC,27263,Polystyrene Foam Product Manufacturing (326140),Plastics Foam Products (3086),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100772%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100772%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100772,-8902097.227,4291557.418288572
Century Furniture - Plant No. 1,1800044,Title V,Mooresville Regional Office,35.7378,-81.3602,420 12th Street NW,,Hickory,NC,28601,Nonupholstered Wood Household Furniture Manufacturing (337122),Wood Household Furniture (2511),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800044%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800044%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800044,-9056976.035,4264602.775741399
Century Furniture - Plant No. 3,1800043,Title V,Mooresville Regional Office,35.7294,-81.3917,3086 Main Avenue NW,,Hickory,NC,28601,Upholstered Household Furniture Manufacturing (337121),Upholstered Household Furniture (2512),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800043%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800043%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800043,-9060482.599,4263450.827624875
CertainTeed Corporation,3900040,Title V,Raleigh Regional Office,36.2928,-78.6135,200 CertainTeed Road,,Oxford,NC,27565,Asphalt Shingle and Coating Materials Manufacturing (324122),Asphalt Felts And Coatings (2952),Granville,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223900040%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223900040%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703900040,-8751214.789,4340985.355873903
CertainTeed LLC - Oxford Facility,3900120,Title V,Raleigh Regional Office,36.2889,-78.6133,200 Certainteed Drive,,Oxford,NC,27565,Other Pressed and Blown Glass and Glassware Manufacturing (327212),"Pressed And Blown Glass, Nec (3229)",Granville,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223900120%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223900120%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703900120,-8751192.526,4340446.728422978
CertainTeed Roxboro Wallboard Facility,7300082,Title V,Raleigh Regional Office,36.4884,-79.0611,921 Shore Road,,Semora,NC,27343,Gypsum Product Manufacturing (327420),Gypsum Products (3275),Person,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227300082%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227300082%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707300082,-8801041.394,4368034.242856527
Chemours Company - Fayetteville Works,0900009,Title V,Fayetteville Regional Office,34.8445,-78.8313,22828 NC Highway 87 West,,Fayetteville,NC,28306,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing (326113),Unsupported Plastics Film And Sheet (3081),Bladen,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220900009%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220900009%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700900009,-8775460.175,4142769.342891349
City of Greensboro - T.Z. Osborne Water Reclamation Facility,4100923,Title V,Winston-Salem Regional Office,36.0972,-79.687,2350 Huffine Mill Road,,McLeansville,NC,27301,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100923%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100923%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100923,-8870716.263,4314004.197766283
City of Greensboro - White Street Landfill,4101086,Title V,Winston-Salem Regional Office,36.1083,-79.7311,2503 White Street,,Greensboro,NC,27405,Solid Waste Landfill (562212),Refuse Systems (4953),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224101086%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224101086%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704101086,-8875625.452,4315533.535727802
City of High Point - Eastside Wastewater Treatment Plant,4100977,Title V,Winston-Salem Regional Office,35.9429,-79.9076,5898 Riverdale Road,,Jamestown,NC,27282,Sewage Treatment Facilities (221320),Sewerage Systems (4952),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100977%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100977%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100977,-8895273.343,4292767.341852987
"City of Jacksonville, Public Services Complex - ACI",6700171,Title V,Wilmington Regional Office,34.7548,-77.4466,350 South Marine Boulevard,,Jacksonville,NC,28540,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Onslow,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226700171%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226700171%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706700171,-8621316.076,4130609.168072609
City of Laurinburg - Yard Waste Burn Site,8300110,Title V,Fayetteville Regional Office,34.7623,-79.4447,600 Hall Street,,Laurinburg,NC,28352,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Scotland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228300110%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228300110%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708300110,-8843743.55,4131625.3985136026
Cleveland County C&D Landfill - ACI,2300408,Title V,Mooresville Regional Office,35.3264,-81.4758,1609 Airport Road,,Shelby,NC,28021,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Cleveland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222300408%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222300408%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702300408,-9069844.568,4208326.544
Cleveland County Generating Facility,2300372,Title V,Mooresville Regional Office,35.1706,-81.4167,240 Battleground Road,,Kings Mountain,NC,28086,Other Electric Power Generation (221119),Electric Services (4911),Cleveland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222300372%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222300372%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702300372,-9063265.586,4187089.2385084056
Cleveland County Municipal Solid Waste Landfill,2300393,Title V,Mooresville Regional Office,35.3264,-81.4845,1609 Airport Road,,Shelby,NC,28150,Solid Waste Landfill (562212),Refuse Systems (4953),Cleveland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222300393%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222300393%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702300393,-9070813.048,4208326.544
"Coastal River Investments, LLC",6700161,Title V,Wilmington Regional Office,34.7865,-77.224,491 Smith Road,,Maysville,NC,28555,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Onslow,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226700161%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226700161%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706700161,-8596536.357,4134905.0651678187
Coats American - Sevier Plant,5600001,Title V,Asheville Regional Office,35.7885,-82.029,630 American Thread Road,,Marion,NC,28752,Textile and Fabric Finishing (except Broadwoven Fabric) Mills (313312),"Finishing Plants, Nec (2269)",McDowell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225600001%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225600001%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705600001,-9131426.51,4271558.187687645
Colonial Pipeline Company,4100272,Title V,Winston-Salem Regional Office,36.0703,-79.9397,411 Gallimore Dairy Road,,Greensboro,NC,27409,Pipeline Transportation of Refined Petroleum Products (486910),Refined Petroleum Pipe Lines (4613),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100272%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100272%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100272,-8898846.698,4310298.860166412
Comfort Research - Tarboro,3300193,Title V,Raleigh Regional Office,35.912,-77.5891,3002 Anaconda Road,,Tarboro,NC,27886,Urethane and Other Foam Product (except Polystyrene) Manufacturing (326150),Plastics Foam Products (3086),Edgecombe,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223300193%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223300193%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703300193,-8637179.103,4288519.453942454
"Concord Energy, LLC",1300164,Title V,Mooresville Regional Office,35.346,-80.6704,5185 Morehead Road,,Concord,NC,28027,Other Electric Power Generation (221119),Electric Services (4911),Cabarrus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221300164%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221300164%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701300164,-8980187.85,4211001.141110818
Consolidated Diesel Company,6400232,Title V,Raleigh Regional Office,36.0923,-77.728,9377 US Highway 301 North,,Whitakers,NC,27891,Other Engine Equipment Manufacturing (333618),Internal Combustion Engines (3519),Nash,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226400232%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226400232%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706400232,-8652641.38,4313329.153345387
Corning Incorporated - Midland,1300117,Title V,Mooresville Regional Office,35.2135,-80.5214,14556 Highway 601 South,,Midland,NC,28107,Other Pressed and Blown Glass and Glassware Manufacturing (327212),"Pressed And Blown Glass, Nec (3229)",Cabarrus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221300117%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221300117%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701300117,-8963601.246,4192932.9255250744
"Craven County Wood Energy, L.P.",2500158,Title V,Washington Regional Office,35.1287,-77.1689,201 Executive Parkway,,New Bern,NC,28562,Other Electric Power Generation (221119),Electric Services (4911),Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500158%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500158%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500158,-8590402.653,4181384.743442639
Cumberland Co - Ann Street Landfill,2600161,Title V,Fayetteville Regional Office,35.0639,-78.8701,698 Ann Street,,Fayetteville,NC,28301,Solid Waste Landfill (562212),Refuse Systems (4953),Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600161%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600161%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600161,-8779779.371,4172568.293036813
DNP Imagingcomm America Corporation,1300168,Title V,Mooresville Regional Office,35.4233,-80.6605,4524 Enterprise Drive NW,,Concord,NC,28027,Carbon Paper and Inked Ribbon Manufacturing (339944),Carbon Paper And Inked Ribbons (3955),Cabarrus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221300168%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221300168%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701300168,-8979085.787,4221555.756337275
Daimler Trucks North America LLC,8000045,Title V,Mooresville Regional Office,35.7303,-80.6906,11550 Statesville Boulevard,,Cleveland,NC,27013,Heavy Duty Truck Manufacturing (336120),Motor Vehicles And Car Bodies (3711),Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000045%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000045%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000045,-8982436.504,4263574.244825845
